id,y,pred
4140,2,2
4141,0,0
4142,0,0
4143,2,2
4144,1,1
4145,2,2
4146,2,2
4147,4,4
4148,0,0
4149,4,4
4150,0,0
4151,1,1
4152,3,3
4153,4,4
4154,3,3
4155,4,4
4156,3,3
4157,2,2
4158,1,1
4159,0,0
4160,0,0
4161,1,1
4162,3,3
4163,1,1
4164,4,4
4165,4,4
4166,2,2
4167,4,4
4168,2,2
4169,3,3
4170,0,0
4171,4,4
4172,0,0
4173,0,0
4174,4,4
4175,2,2
4176,0,0
4177,2,2
4178,2,2
4179,1,1
4180,4,4
4181,4,4
4182,3,3
4183,0,0
4184,3,3
4185,0,0
4186,1,1
4187,0,0
4188,2,2
4189,0,0
4190,0,0
4191,3,3
4192,3,3
4193,0,0
4194,2,3
4195,1,1
4196,1,1
4197,1,1
4198,0,0
4199,1,1
4200,0,0
4201,4,4
4202,0,0
4203,3,3
4204,4,4
4205,1,1
4206,2,2
4207,3,3
4208,2,2
4209,4,4
4210,3,3
4211,0,0
4212,3,3
4213,3,3
4214,1,1
4215,0,0
4216,2,2
4217,4,4
4218,0,0
4219,1,1
4220,0,0
4221,4,4
4222,3,3
4223,4,4
4224,0,0
4225,2,2
4226,3,3
4227,2,2
4228,2,2
4229,1,1
4230,0,0
4231,4,4
4232,0,0
4233,0,0
4234,2,2
4235,0,0
4236,0,0
4237,1,1
4238,0,0
4239,3,3
4240,0,0
4241,3,3
4242,3,3
4243,3,3
4244,3,3
4245,3,3
4246,3,3
4247,3,3
4248,3,3
4249,1,1
4250,1,1
4251,1,1
4252,0,0
4253,3,3
4254,1,1
4255,2,2
4256,4,4
4257,3,3
4258,3,3
4259,4,4
4260,1,1
4261,1,1
4262,1,1
4263,4,4
4264,3,3
4265,2,2
4266,2,2
4267,2,2
4268,4,4
4269,1,1
4270,3,3
4271,4,4
4272,1,1
4273,1,1
4274,4,4
4275,1,1
4276,4,4
4277,0,0
4278,4,4
4279,4,4
4280,4,4
4281,4,4
4282,2,3
4283,1,1
4284,3,3
4285,1,1
4286,4,4
4287,3,3
4288,3,3
4289,4,4
4290,1,1
4291,2,2
4292,4,4
4293,2,2
4294,0,0
4295,4,4
4296,2,2
4297,0,0
4298,0,0
4299,4,4
4300,4,4
4301,1,1
4302,4,4
4303,4,4
4304,1,1
4305,0,0
4306,1,1
4307,1,1
4308,3,3
4309,1,1
4310,4,4
4311,1,1
4312,1,1
4313,2,2
4314,4,4
4315,0,0
4316,4,4
4317,3,3
4318,0,0
4319,3,3
4320,1,1
4321,1,1
4322,0,0
4323,0,0
4324,1,1
4325,1,1
4326,3,3
4327,1,1
4328,2,2
4329,0,0
4330,2,2
4331,0,0
4332,3,3
4333,0,0
4334,1,1
4335,2,2
4336,4,4
4337,1,1
4338,0,0
4339,1,1
4340,3,3
4341,0,0
4342,3,3
4343,4,4
4344,2,2
4345,1,1
4346,3,3
4347,3,3
4348,4,4
4349,1,1
4350,2,2
4351,3,3
4352,3,3
4353,1,1
4354,4,4
4355,3,3
4356,3,3
4357,2,2
4358,0,0
4359,4,4
4360,3,3
4361,2,2
4362,0,0
4363,4,4
4364,2,2
4365,4,4
4366,1,1
4367,1,1
4368,4,4
4369,1,1
4370,2,2
4371,1,1
4372,1,1
4373,1,1
4374,3,3
4375,1,1
4376,3,3
4377,2,2
4378,1,1
4379,2,2
4380,3,3
4381,3,3
4382,1,1
4383,3,3
4384,1,1
4385,4,4
4386,3,3
4387,3,3
4388,0,0
4389,1,1
4390,3,3
4391,0,0
4392,4,4
4393,2,2
4394,2,2
4395,4,4
4396,0,0
4397,3,3
4398,1,1
4399,0,0
4400,2,2
4401,4,4
4402,2,2
4403,1,1
4404,0,0
4405,0,0
4406,4,4
4407,0,0
4408,1,1
4409,0,0
4410,0,0
4411,1,1
4412,2,2
4413,1,1
4414,1,1
4415,2,2
4416,4,4
4417,2,2
4418,3,3
4419,1,1
4420,3,3
4421,3,3
4422,4,4
4423,1,1
4424,4,4
4425,0,0
4426,1,1
4427,3,3
4428,3,3
4429,4,4
4430,1,1
4431,3,3
4432,2,2
4433,3,3
4434,1,1
4435,2,2
4436,1,1
4437,2,3
4438,0,0
4439,1,1
4440,1,1
4441,2,2
4442,4,4
4443,1,1
4444,4,4
4445,4,4
4446,3,3
4447,2,2
4448,4,4
4449,3,3
4450,3,3
4451,1,1
4452,3,3
4453,3,3
4454,4,4
4455,1,1
4456,1,1
4457,3,3
4458,2,2
4459,2,2
4460,0,0
4461,4,4
4462,3,3
4463,0,0
4464,0,0
4465,0,0
4466,2,2
4467,0,0
4468,2,2
4469,1,1
4470,1,1
4471,1,1
4472,2,2
4473,1,1
4474,3,3
4475,1,1
4476,1,1
4477,4,4
4478,1,1
4479,0,0
4480,3,3
4481,4,4
4482,3,3
4483,4,4
4484,3,3
4485,1,1
4486,3,3
4487,2,2
4488,1,1
4489,3,3
4490,4,4
4491,2,2
4492,2,2
4493,2,2
4494,3,3
4495,2,2
4496,3,3
4497,0,0
4498,3,3
4499,4,4
4500,2,2
4501,4,4
4502,3,3
4503,2,2
4504,0,0
4505,4,4
4506,1,1
4507,1,1
4508,0,0
4509,4,4
4510,2,2
4511,0,0
4512,3,3
4513,2,2
4514,4,4
4515,4,4
4516,2,3
4517,0,0
4518,1,1
4519,0,0
4520,0,0
4521,3,3
4522,2,2
4523,1,1
4524,1,1
4525,0,0
4526,4,4
4527,1,1
4528,3,3
4529,1,1
4530,1,1
4531,0,0
4532,2,2
4533,2,2
4534,1,1
4535,2,2
4536,4,4
4537,3,3
4538,0,0
4539,2,2
4540,4,4
4541,4,4
4542,3,3
4543,0,0
4544,1,1
4545,3,3
4546,0,0
4547,4,4
4548,3,3
4549,0,0
4550,2,2
4551,0,0
4552,4,4
4553,3,3
4554,2,2
4555,3,3
4556,1,1
4557,0,0
4558,0,0
4559,2,2
4560,4,4
4561,4,4
4562,3,3
4563,4,4
4564,4,4
4565,1,1
4566,0,0
4567,1,1
4568,3,3
4569,3,3
4570,3,3
4571,0,0
4572,4,4
4573,1,1
4574,1,1
4575,2,2
4576,1,1
4577,3,3
4578,4,4
4579,4,4
4580,0,0
4581,2,2
4582,0,0
4583,3,3
4584,0,0
4585,3,3
4586,1,1
4587,4,4
4588,1,1
4589,4,4
4590,0,0
4591,0,0
4592,0,0
4593,3,3
4594,2,2
4595,0,0
4596,0,0
4597,1,1
4598,4,4
4599,1,1
4600,3,3
4601,0,0
4602,2,3
4603,3,3
4604,1,1
4605,2,2
4606,2,2
4607,1,1
4608,3,3
4609,2,2
4610,4,4
4611,0,0
4612,4,4
4613,1,1
4614,3,3
4615,1,1
4616,3,3
4617,1,1
4618,2,2
4619,2,2
4620,2,2
4621,3,3
4622,0,0
4623,1,1
4624,0,0
4625,2,2
4626,0,0
4627,0,0
4628,0,0
4629,3,3
4630,0,0
4631,0,0
4632,1,1
4633,4,4
4634,4,4
4635,2,2
4636,3,3
4637,0,0
4638,2,2
4639,1,1
4640,3,3
4641,3,3
4642,2,2
4643,1,1
4644,0,0
4645,1,1
4646,3,3
4647,2,2
4648,3,3
4649,3,3
4650,1,1
4651,4,4
4652,0,0
4653,1,1
4654,2,2
4655,2,2
4656,0,0
4657,1,1
4658,4,4
4659,4,4
4660,4,4
4661,4,4
4662,3,3
4663,0,0
4664,3,3
4665,1,1
4666,3,3
4667,2,2
4668,1,1
4669,4,4
4670,4,4
4671,1,1
4672,1,1
4673,1,1
4674,4,4
4675,4,4
4676,1,1
4677,2,2
4678,1,1
4679,4,4
4680,2,2
4681,0,0
4682,4,4
4683,2,2
4684,4,4
4685,0,0
4686,2,2
4687,4,4
4688,4,4
4689,1,1
4690,1,1
4691,4,4
4692,0,0
4693,2,2
4694,3,3
4695,0,0
4696,1,1
4697,0,0
4698,3,3
4699,3,3
4700,1,1
4701,2,2
4702,4,4
4703,0,0
4704,0,0
4705,0,0
4706,4,4
4707,2,2
4708,2,2
4709,3,3
4710,3,3
4711,0,0
4712,3,3
4713,4,4
4714,1,1
4715,1,1
4716,4,4
4717,3,3
4718,2,2
4719,2,2
4720,3,3
4721,1,1
4722,1,1
4723,0,0
4724,4,4
4725,0,0
4726,4,4
4727,4,4
4728,0,0
4729,4,4
4730,1,1
4731,1,1
4732,1,1
4733,3,3
4734,1,1
4735,2,2
4736,0,0
4737,2,2
4738,4,4
4739,1,1
4740,3,3
4741,4,4
4742,1,1
4743,4,4
4744,0,0
4745,4,4
4746,2,2
4747,0,0
4748,4,4
4749,4,4
4750,1,1
4751,1,1
4752,4,4
4753,4,4
4754,4,4
4755,3,3
4756,1,1
4757,0,0
4758,1,1
4759,4,4
4760,1,1
4761,2,2
4762,3,3
4763,1,1
4764,0,0
4765,1,1
4766,4,4
4767,4,4
4768,1,1
4769,1,1
4770,1,1
4771,3,3
4772,3,3
4773,0,0
4774,2,2
4775,1,1
4776,4,4
4777,4,4
4778,0,0
4779,1,1
4780,1,1
4781,3,3
4782,4,4
4783,4,4
4784,0,0
4785,4,4
4786,2,2
4787,3,3
4788,1,1
4789,4,4
4790,0,0
4791,4,4
4792,2,2
4793,4,4
4794,1,1
4795,4,4
4796,1,1
4797,1,1
4798,0,0
4799,0,0
4800,1,1
4801,1,1
4802,3,3
4803,2,3
4804,3,3
4805,2,2
4806,0,0
4807,4,4
4808,4,4
4809,1,1
4810,2,2
4811,3,3
4812,4,4
4813,0,0
4814,0,0
4815,4,4
4816,0,0
4817,3,3
4818,2,3
4819,4,4
4820,2,2
4821,1,1
4822,0,0
4823,4,4
4824,3,3
4825,3,3
4826,2,2
4827,4,4
4828,0,0
4829,3,3
4830,0,0
4831,2,2
4832,0,0
4833,3,3
4834,3,3
4835,4,4
4836,4,4
4837,3,3
4838,4,4
4839,4,4
4840,4,4
4841,2,2
4842,3,3
4843,1,1
4844,0,0
4845,1,1
4846,2,2
4847,3,3
4848,1,1
4849,4,4
4850,2,2
4851,0,0
4852,3,3
4853,1,1
4854,2,2
4855,4,4
4856,0,0
4857,2,2
4858,1,1
4859,4,4
4860,0,0
4861,1,1
4862,3,3
4863,2,2
4864,4,4
4865,4,4
4866,4,4
4867,3,3
4868,1,1
4869,1,1
4870,2,2
4871,4,4
4872,2,2
4873,2,2
4874,1,1
4875,3,3
4876,4,4
4877,4,4
4878,2,2
4879,2,2
4880,3,3
4881,0,0
4882,0,0
4883,1,1
4884,3,3
4885,2,2
4886,3,3
4887,1,1
4888,2,2
4889,2,2
4890,3,3
4891,2,2
4892,3,3
4893,2,2
4894,0,0
4895,4,4
4896,1,1
4897,1,1
4898,0,0
4899,1,1
4900,3,3
4901,1,1
4902,1,1
4903,0,0
4904,4,4
4905,3,3
4906,2,2
4907,1,1
4908,4,4
4909,1,1
4910,0,0
4911,2,2
4912,0,0
4913,0,0
4914,1,1
4915,0,0
4916,0,0
4917,1,1
4918,1,1
4919,2,2
4920,4,4
4921,4,4
4922,1,1
4923,2,2
4924,0,0
4925,4,4
4926,1,1
4927,0,0
4928,2,2
4929,2,2
4930,1,1
4931,1,1
4932,0,0
4933,4,4
4934,2,2
4935,1,1
4936,4,4
4937,4,4
4938,0,0
4939,2,2
4940,4,4
4941,0,0
4942,1,1
4943,1,1
4944,0,0
4945,0,0
4946,3,3
4947,3,3
4948,2,2
4949,4,4
4950,0,0
4951,3,3
4952,1,1
4953,1,1
4954,2,2
4955,4,4
4956,4,4
4957,3,3
4958,1,1
4959,2,2
4960,4,4
4961,1,1
4962,0,0
4963,2,2
4964,1,1
4965,3,3
4966,1,1
4967,3,3
4968,3,3
4969,1,1
4970,2,2
4971,2,2
4972,1,1
4973,2,2
4974,1,1
4975,2,2
4976,4,4
4977,4,4
4978,3,3
4979,0,0
4980,4,4
4981,0,0
4982,2,2
4983,3,3
4984,2,2
4985,1,1
4986,1,1
4987,0,0
4988,0,0
4989,3,3
4990,0,0
4991,1,1
4992,0,0
4993,3,3
4994,4,4
4995,1,1
4996,0,0
4997,0,0
4998,4,4
4999,1,1
5000,2,2
5001,3,3
5002,3,3
5003,4,4
5004,1,1
5005,4,4
5006,3,3
5007,1,1
5008,2,2
5009,2,2
5010,3,3
5011,4,4
5012,3,3
5013,4,4
5014,1,1
5015,4,4
5016,4,4
5017,4,4
5018,0,0
5019,4,4
5020,4,4
5021,3,3
5022,1,1
5023,0,0
5024,3,3
5025,0,0
5026,1,1
5027,2,2
5028,2,2
5029,3,3
5030,2,2
5031,3,3
5032,0,0
5033,4,3
5034,0,0
5035,0,0
5036,4,4
5037,0,0
5038,4,4
5039,1,1
5040,1,1
5041,2,2
5042,3,3
5043,1,1
5044,1,1
5045,3,3
5046,4,4
5047,4,4
5048,1,1
5049,4,4
5050,4,4
5051,0,0
5052,1,1
5053,3,3
5054,2,2
5055,3,3
5056,3,3
5057,4,4
5058,1,1
5059,4,4
5060,2,2
5061,2,2
5062,3,3
5063,2,2
5064,1,1
5065,1,1
5066,1,1
5067,1,1
5068,3,3
5069,3,3
5070,3,3
5071,0,0
5072,2,2
5073,3,3
5074,1,1
5075,2,2
5076,4,4
5077,2,1
5078,1,1
5079,3,3
5080,4,4
5081,4,4
5082,0,0
5083,4,4
5084,4,4
5085,4,4
5086,4,4
5087,4,4
5088,2,3
5089,1,1
5090,2,2
5091,0,0
5092,4,4
5093,3,3
5094,3,3
5095,3,3
5096,3,3
5097,4,4
5098,3,3
5099,0,0
5100,2,2
5101,1,1
5102,0,0
5103,3,3
5104,4,4
5105,1,1
5106,1,1
5107,0,0
5108,0,0
5109,1,1
5110,3,3
5111,2,2
5112,2,2
5113,3,3
5114,1,1
5115,3,3
5116,0,0
5117,0,0
5118,1,1
5119,3,3
5120,4,4
5121,3,3
5122,2,2
5123,2,2
5124,1,1
5125,3,3
5126,3,3
5127,1,1
5128,3,3
5129,0,0
5130,4,4
5131,4,4
5132,3,3
5133,4,4
5134,0,0
5135,1,1
5136,1,1
5137,0,0
5138,2,2
5139,2,2
5140,3,3
5141,2,2
5142,0,0
5143,3,3
5144,4,4
5145,2,2
5146,1,1
5147,2,2
5148,0,0
5149,4,4
5150,2,2
5151,3,3
5152,0,0
5153,3,3
5154,4,4
5155,3,3
5156,3,3
5157,3,3
5158,1,1
5159,3,3
5160,1,1
5161,2,2
5162,0,0
5163,2,2
5164,2,2
5165,0,0
5166,4,4
5167,2,2
5168,1,1
5169,4,4
5170,4,4
5171,0,0
5172,0,0
5173,2,2
5174,2,2
5175,4,4
5176,4,4
5177,3,3
5178,3,3
5179,2,2
5180,0,0
5181,1,1
5182,3,3
5183,0,0
5184,0,0
5185,3,3
5186,3,3
5187,3,3
5188,3,3
5189,3,3
5190,0,0
5191,3,3
5192,3,3
5193,0,0
5194,4,4
5195,0,0
5196,2,2
5197,1,1
5198,4,4
5199,2,2
5200,1,1
5201,4,4
5202,1,1
5203,2,2
5204,4,4
5205,0,0
5206,1,1
5207,3,3
5208,4,4
5209,3,3
5210,0,0
5211,2,2
5212,0,0
5213,3,3
5214,3,3
5215,0,0
5216,0,0
5217,1,1
5218,3,3
5219,3,3
5220,4,4
5221,2,2
5222,3,3
5223,1,1
5224,2,2
5225,2,2
5226,2,2
5227,2,3
5228,1,1
5229,3,3
5230,3,3
5231,4,4
5232,1,1
5233,2,2
5234,0,0
5235,0,0
5236,1,1
5237,1,1
5238,2,2
5239,0,0
5240,1,1
5241,0,0
5242,3,3
5243,3,3
5244,0,0
5245,4,4
5246,3,3
5247,1,1
5248,0,0
5249,0,0
5250,3,3
5251,2,2
5252,1,1
5253,3,3
5254,4,4
5255,1,1
5256,3,3
5257,0,0
5258,0,0
5259,2,2
5260,0,0
5261,4,4
5262,1,1
5263,0,0
5264,1,1
5265,4,4
5266,2,2
5267,1,1
5268,0,0
5269,1,1
5270,3,3
5271,1,1
5272,1,1
5273,3,3
5274,4,4
5275,0,0
5276,4,4
5277,3,3
5278,0,0
5279,4,4
5280,4,4
5281,2,2
5282,0,0
5283,0,0
5284,3,3
5285,2,2
5286,1,1
5287,4,4
5288,2,2
5289,3,3
5290,4,4
5291,4,4
5292,2,2
5293,2,2
5294,0,0
5295,3,3
5296,4,4
5297,0,0
5298,1,1
5299,0,0
5300,0,0
5301,4,4
5302,4,4
5303,0,0
5304,4,4
5305,2,2
5306,0,0
5307,0,0
5308,1,1
5309,3,3
5310,2,2
5311,0,0
5312,0,0
5313,1,1
5314,1,1
5315,1,1
5316,3,3
5317,3,3
5318,0,0
5319,4,4
5320,0,0
5321,4,4
5322,2,2
5323,3,3
5324,3,3
5325,4,4
5326,4,4
5327,2,2
5328,0,0
5329,0,0
5330,1,1
5331,0,0
5332,3,3
5333,0,0
5334,4,4
5335,1,1
5336,3,3
5337,3,3
5338,4,4
5339,1,1
5340,3,3
5341,3,3
5342,2,2
5343,2,2
5344,0,0
5345,0,0
5346,1,1
5347,4,4
5348,3,3
5349,0,0
5350,1,1
5351,0,0
5352,1,1
5353,1,1
5354,4,4
5355,4,4
5356,0,0
5357,3,3
5358,2,2
5359,3,3
5360,0,0
5361,0,0
5362,0,0
5363,1,1
5364,2,2
5365,3,3
5366,2,2
5367,0,0
5368,1,1
5369,2,2
5370,0,0
5371,4,4
5372,1,1
5373,4,4
5374,4,4
5375,2,2
5376,0,0
5377,0,0
5378,3,3
5379,1,1
5380,1,1
5381,0,0
5382,4,4
5383,3,3
5384,4,4
5385,3,3
5386,1,1
5387,4,4
5388,2,2
5389,0,0
5390,2,2
5391,3,3
5392,2,2
5393,0,0
5394,1,1
5395,3,3
5396,3,3
5397,0,0
5398,3,3
5399,4,4
5400,1,1
5401,1,1
5402,1,1
5403,3,3
5404,0,0
5405,0,0
5406,2,2
5407,1,1
5408,3,3
5409,3,3
5410,2,2
5411,0,0
5412,1,1
5413,3,3
5414,0,0
5415,0,0
5416,0,0
5417,2,2
5418,3,3
5419,0,0
5420,3,3
5421,1,1
5422,0,0
5423,4,4
5424,3,3
5425,2,2
5426,3,3
5427,1,1
5428,2,2
5429,3,3
5430,3,3
5431,3,3
5432,2,2
5433,4,4
5434,0,0
5435,1,1
5436,4,4
5437,0,0
5438,1,1
5439,0,0
5440,3,3
5441,3,3
5442,4,4
5443,1,1
5444,4,4
5445,4,4
5446,3,3
5447,3,3
5448,3,3
5449,2,2
5450,1,1
5451,2,2
5452,1,1
5453,2,2
5454,3,3
5455,0,0
5456,0,0
5457,2,2
5458,1,1
5459,3,3
5460,2,2
5461,1,1
5462,2,2
5463,3,3
5464,4,4
5465,1,1
5466,2,2
5467,4,4
5468,0,0
5469,3,3
5470,2,2
5471,0,0
5472,3,3
5473,0,0
5474,3,3
5475,3,3
5476,0,0
5477,2,2
5478,4,4
5479,2,2
5480,0,0
5481,1,1
5482,1,1
5483,1,1
5484,4,4
5485,0,0
5486,4,4
5487,1,1
5488,1,1
5489,1,1
5490,1,1
5491,4,4
5492,4,4
5493,0,0
5494,0,0
5495,1,1
5496,1,1
5497,4,4
5498,0,0
5499,4,4
5500,0,0
5501,3,3
5502,4,4
5503,4,4
5504,4,4
5505,0,0
5506,4,4
5507,0,0
5508,1,1
5509,2,2
5510,3,3
5511,4,4
5512,2,2
5513,4,4
5514,4,4
5515,3,3
5516,1,1
5517,0,0
5518,2,2
5519,2,2
5520,0,0
5521,1,1
5522,0,0
5523,3,3
5524,3,3
5525,2,2
5526,3,3
5527,2,2
5528,0,0
5529,4,4
5530,3,3
5531,0,0
5532,0,0
5533,3,3
5534,4,4
5535,2,2
5536,4,4
5537,3,3
5538,0,0
5539,3,3
5540,3,3
5541,1,1
5542,2,2
5543,1,1
5544,0,0
5545,0,0
5546,4,4
5547,3,3
5548,2,2
5549,0,0
5550,0,0
5551,0,0
5552,3,3
5553,3,3
5554,0,0
5555,0,0
5556,4,4
5557,2,2
5558,0,0
5559,1,1
5560,3,3
5561,0,0
5562,2,2
5563,0,0
5564,2,2
5565,2,2
5566,2,2
5567,1,1
5568,1,1
5569,0,0
5570,0,0
5571,2,2
5572,0,0
5573,1,1
5574,1,1
5575,3,3
5576,4,4
5577,3,3
5578,2,2
5579,3,3
5580,1,1
5581,3,3
5582,3,3
5583,4,4
5584,0,0
5585,0,0
5586,3,3
5587,1,1
5588,2,2
5589,0,0
5590,2,2
5591,0,0
5592,3,3
5593,4,4
5594,3,3
5595,3,3
5596,3,3
5597,1,1
5598,2,2
5599,3,3
5600,4,4
5601,2,2
5602,3,3
5603,0,0
5604,1,1
5605,2,2
5606,3,3
5607,0,0
5608,1,1
5609,0,0
5610,4,4
5611,1,1
5612,2,2
5613,3,3
5614,2,2
5615,0,0
5616,1,1
5617,1,1
5618,2,2
5619,2,2
5620,3,3
5621,1,1
5622,0,0
5623,0,0
5624,4,4
5625,3,3
5626,2,2
5627,3,3
5628,3,3
5629,0,0
5630,4,4
5631,2,2
5632,1,1
5633,2,2
5634,0,0
5635,0,0
5636,2,2
5637,2,2
5638,3,3
5639,2,2
5640,4,4
5641,2,3
5642,1,1
5643,4,4
5644,3,3
5645,4,4
5646,1,1
5647,2,2
5648,3,3
5649,4,4
5650,2,2
5651,3,3
5652,2,2
5653,3,3
5654,1,1
5655,2,2
5656,4,4
5657,4,4
5658,0,0
5659,4,4
5660,3,3
5661,1,1
5662,3,3
5663,4,4
5664,0,0
5665,3,3
5666,1,1
5667,0,0
5668,0,0
5669,2,2
5670,3,3
5671,4,4
5672,4,4
5673,4,3
5674,1,1
5675,2,2
5676,2,2
5677,4,4
5678,2,2
5679,4,4
5680,2,2
5681,4,4
5682,1,1
5683,4,4
5684,1,1
5685,1,1
5686,0,0
5687,1,1
5688,0,0
5689,0,0
5690,2,2
5691,0,0
5692,4,4
5693,1,1
5694,0,0
5695,2,2
5696,3,3
5697,0,0
5698,4,4
5699,4,4
5700,4,4
5701,1,1
5702,4,4
5703,4,4
5704,0,0
5705,4,4
5706,3,3
5707,4,4
5708,3,3
5709,3,3
5710,1,1
5711,2,2
5712,0,0
5713,2,2
5714,2,2
5715,2,2
5716,1,1
5717,0,0
5718,2,2
5719,3,3
5720,1,1
5721,0,0
5722,0,0
5723,2,2
5724,4,4
5725,0,0
5726,4,4
5727,3,3
5728,3,3
5729,2,2
5730,3,3
5731,4,4
5732,0,0
5733,2,2
5734,0,0
5735,2,2
5736,3,3
5737,3,3
5738,2,2
5739,2,3
5740,2,2
5741,2,2
5742,0,0
5743,1,1
5744,0,0
5745,3,3
5746,3,3
5747,1,1
5748,3,3
5749,4,4
5750,2,2
5751,1,1
5752,0,0
5753,1,1
5754,2,2
5755,3,3
5756,0,0
5757,1,1
5758,1,1
5759,3,3
5760,3,3
5761,2,2
5762,2,2
5763,0,0
5764,2,2
5765,1,1
5766,2,2
5767,1,1
5768,4,4
5769,0,0
5770,2,2
5771,2,2
5772,2,2
5773,2,2
5774,2,2
5775,4,4
5776,3,3
5777,1,1
5778,1,1
5779,4,4
5780,4,4
5781,0,0
5782,1,1
5783,0,0
5784,1,1
5785,4,4
5786,2,2
5787,1,1
5788,0,0
5789,2,3
5790,3,3
5791,3,3
5792,4,4
5793,0,0
5794,1,1
5795,0,0
5796,1,1
5797,1,1
5798,4,4
5799,3,3
5800,4,4
5801,3,3
5802,4,4
5803,4,4
5804,2,2
5805,4,4
5806,2,2
5807,3,3
5808,2,2
5809,4,3
5810,4,4
5811,0,0
5812,3,3
5813,1,1
5814,4,4
5815,2,2
5816,4,4
5817,0,0
5818,2,2
5819,2,2
5820,4,4
5821,3,3
5822,3,3
5823,2,2
5824,1,1
5825,3,3
5826,2,2
5827,3,3
5828,1,1
5829,0,0
5830,4,4
5831,1,1
5832,4,4
5833,2,2
5834,1,1
5835,0,0
5836,1,1
5837,0,0
5838,3,3
5839,1,1
5840,0,0
5841,2,2
5842,1,1
5843,0,0
5844,1,1
5845,0,0
5846,1,1
5847,2,2
5848,2,2
5849,0,0
5850,4,4
5851,2,2
5852,4,4
5853,0,0
5854,3,3
5855,1,1
5856,1,1
5857,1,1
5858,0,0
5859,3,3
5860,1,1
5861,2,2
5862,2,2
5863,4,4
5864,4,4
5865,2,2
5866,4,4
5867,2,2
5868,3,3
5869,4,4
5870,0,0
5871,1,1
5872,1,1
5873,0,0
5874,2,2
5875,4,4
5876,2,2
5877,2,2
5878,0,0
5879,0,0
5880,1,1
5881,0,0
5882,0,0
5883,4,4
5884,3,3
5885,2,2
5886,1,1
5887,1,1
5888,3,3
5889,0,0
5890,0,0
5891,4,4
5892,3,3
5893,0,0
5894,2,2
5895,2,2
5896,0,0
5897,0,0
5898,1,1
5899,2,2
5900,4,4
5901,4,4
5902,1,1
5903,0,0
5904,3,3
5905,3,3
5906,3,3
5907,4,4
5908,0,0
5909,3,3
5910,4,4
5911,2,2
5912,0,0
5913,4,4
5914,2,2
5915,2,2
5916,0,0
5917,0,0
5918,2,2
5919,0,0
5920,2,2
5921,0,0
5922,3,3
5923,4,4
5924,1,1
5925,4,4
5926,1,1
5927,3,3
5928,0,0
5929,3,3
5930,2,2
5931,4,4
5932,3,3
5933,2,2
5934,2,2
5935,2,2
5936,1,1
5937,0,0
5938,0,0
5939,2,2
5940,4,4
5941,3,3
5942,4,4
5943,0,0
5944,2,2
5945,1,1
5946,2,2
5947,0,0
5948,4,4
5949,1,1
5950,4,4
5951,2,2
5952,4,4
5953,4,4
5954,3,3
5955,1,1
5956,4,4
5957,1,1
5958,1,1
5959,1,1
5960,2,3
5961,2,2
5962,3,3
5963,3,3
5964,3,3
5965,2,2
5966,4,4
5967,2,2
5968,0,0
5969,1,1
5970,1,1
5971,4,4
5972,3,3
5973,0,0
5974,2,2
5975,3,3
5976,2,2
5977,1,1
5978,4,4
5979,3,3
5980,3,3
5981,1,1
5982,3,3
5983,2,2
5984,3,3
5985,3,3
5986,4,4
5987,4,4
5988,0,0
5989,2,2
5990,0,0
5991,4,4
5992,0,0
5993,3,3
5994,1,1
5995,2,2
5996,2,2
5997,3,3
5998,2,2
5999,0,0
6000,0,0
6001,3,3
6002,0,0
6003,1,1
6004,2,2
6005,4,4
6006,3,3
6007,3,3
6008,2,2
6009,2,2
6010,2,2
6011,4,4
6012,0,0
6013,3,3
6014,0,0
6015,0,0
6016,0,0
6017,3,3
6018,0,0
6019,2,2
6020,0,0
6021,0,0
6022,1,1
6023,0,0
6024,3,3
6025,1,1
6026,3,3
6027,3,3
6028,2,2
6029,2,2
6030,0,0
6031,1,1
6032,1,1
6033,2,2
6034,4,4
6035,4,4
6036,3,3
6037,4,4
6038,3,3
6039,0,0
6040,1,1
6041,2,2
6042,0,0
6043,0,0
6044,0,0
6045,4,4
6046,0,0
6047,3,3
6048,1,1
6049,0,0
6050,0,0
6051,2,2
6052,3,3
6053,2,2
6054,3,3
6055,2,3
6056,2,2
6057,2,2
6058,4,4
6059,2,2
6060,1,1
6061,2,2
6062,1,1
6063,1,1
6064,2,2
6065,1,1
6066,0,0
6067,4,4
6068,2,2
6069,4,4
6070,0,0
6071,2,2
6072,1,1
6073,0,0
6074,1,1
6075,0,0
6076,4,4
6077,1,1
6078,0,0
6079,0,0
6080,1,1
6081,0,0
6082,4,4
6083,2,2
6084,0,0
6085,3,3
6086,1,1
6087,2,2
6088,1,1
6089,2,3
6090,2,2
6091,0,0
6092,1,1
6093,3,3
6094,3,3
6095,3,3
6096,1,1
6097,0,0
6098,0,0
6099,1,1
6100,1,1
6101,4,4
6102,4,4
6103,2,2
6104,2,3
6105,3,3
6106,1,1
6107,2,3
6108,0,0
6109,4,4
6110,2,2
6111,0,0
6112,4,4
6113,2,2
6114,3,3
6115,1,1
6116,3,3
6117,0,0
6118,2,2
6119,4,4
6120,3,3
6121,4,4
6122,3,3
6123,3,3
6124,4,4
6125,3,3
6126,2,2
6127,2,2
6128,2,2
6129,3,3
6130,3,3
6131,3,3
6132,1,1
6133,4,4
6134,3,3
6135,3,3
6136,0,0
6137,2,2
6138,3,3
