id,distance,height,landings,number,pack,age,usage,weight,item,volume,width,max,power,size,target,density,region-RE-0,region-RE-1,region-RE-10,region-RE-11,region-RE-2,region-RE-3,region-RE-4,region-RE-5,region-RE-6,region-RE-7,region-RE-8,region-RE-9,region-RE-A,region-RE-B,region-RE-C,region-RE-D,region-RE-E,region-RE-F
580,4846,10683.5575,27329.27891,51243.337060000005,21051.9992,26565.1242,40147.680239999994,4584,14,44230,20174.18,7526,17405,1488,9.292533917403507,0.1036400633054488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,5556,13897.6776,10622.98234,9947.68886,27425.615,37462.2015,22978.00264,2877,17,36875,33274.18,30896,13482,2032,52.02999096128028,0.07802033898305084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
582,6408,5837.7761,28056.140030000002,14817.610190000001,25797.5124,52458.9489,37272.20694,3322,8,31504,25767.66,1994,14655,1000,-29.873421570462572,0.10544692737430168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
583,5587,4693.7592,39496.108589999996,21555.57974,33139.0034,29973.8549,21039.83307,3218,1,32797,35564.375,32987,32065,1045,2.2622486134907778,0.09811873037168034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
584,4376,12046.7478,37383.039580000004,23975.48,16615.0279,36136.2833,25519.74536,3094,19,71434,21936.792,2683,8561,1963,42.89069689771526,0.043312708234174206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
585,4512,17195.1663,32055.0486,55226.62813,14523.6447,39252.435,34670.02765,2489,14,43482,25505.715,1401,8038,1699,27.00446443094829,0.0572420771813624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
586,6487,5524.799,7777.55456,22959.8185,31629.1135,2515.1028,19356.503630000003,1969,16,49391,33163.839,30077,21748,1449,23.22629150962273,0.03986556255188192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587,8179,7769.3726,12399.67361,13433.6203,34407.8891,37537.7083,19460.53175,1532,5,55508,27496.664,11371,6545,1327,-9.383225185599148,0.027599625279239027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
588,5895,18283.4336,31382.213060000002,7215.417190000001,50091.3947,38247.9077,41994.28997,704,17,33875,20986.176,24182,13476,1212,7.066951359898731,0.020782287822878227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
589,6860,15019.7977,17469.891069999998,40788.09532,44615.3169,39192.9641,39925.851310000005,2364,18,50190,19512.924,14577,10125,1408,10.076846558583844,0.04710101613867304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,5762,18194.6124,8790.35664,38289.82201,45890.1824,35006.1546,39305.43163,760,8,24325,38112.333,16871,18315,1374,16.500249185866274,0.031243576567317573,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,2525,13605.4429,6144.47265,1037.9144099999999,49343.7257,40949.6902,24680.83682,1478,10,49560,26961.512000000002,3539,16469,1230,-22.142795027732237,0.029822437449556094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
592,3787,10313.488000000001,28022.717,26961.83858,40668.4552,26890.0719,34810.68734,2646,18,54315,37054.698,28055,9439,223,-36.6173944409731,0.04871582435791218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,4535,10135.6509,26270.54935,43315.977810000004,40538.818999999996,33284.3771,31671.626369999998,1976,16,55420,14100.06,20335,15454,1525,0.11759921918010807,0.035654998195597254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,6963,13948.537,40152.81263,26459.30583,50187.0181,26560.8098,22409.819340000002,3152,10,45760,15425.862,8843,20030,1634,4.230056829666647,0.06888111888111888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
595,4418,16443.8834,24429.11496,33530.23635,51304.5558,29658.0196,31948.027560000002,3351,18,36424,30642.798,11976,15477,1573,14.19693858121609,0.09199978036459477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
596,6279,10334.5324,20775.33762,57484.09242000001,43166.4472,40702.237,34215.63329,4870,3,70672,31183.017000000003,33621,15889,1281,45.767236863966076,0.06890989359293638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,4211,1140.2448,22164.19447,49612.37896,37857.6426,32765.3339,18595.60571,3055,18,54905,35105.621,26132,16373,1396,7.952990681001435,0.055641562699207725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
598,6376,11025.7269,8659.19746,38555.69937,25424.0236,35080.5625,33668.99739,1711,19,52317,26993.75,10456,16992,1090,0.4354359807398427,0.03270447464495288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
599,6176,2489.4647,29745.1941,15781.451280000001,46167.4104,46535.9636,32072.46128,1324,12,55887,19170.495,32884,8574,1592,10.826434818348963,0.02369066151341099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,5014,1961.6517,15423.533230000001,8849.44493,59417.9397,26836.8704,25426.46005,2216,17,24996,22578.647,6732,16487,1563,-28.323062666696305,0.08865418466954712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
601,4705,18493.554,33067.017960000005,12649.97653,44498.7552,32844.7237,27313.471660000003,2560,9,45140,,34622,19889,1007,6.9281074906126525,0.056712450155073105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602,4962,13965.9792,19187.64652,7015.608509999999,33692.942,41448.2881,6231.8489,882,7,36355,22430.734,2504,8530,780,-74.97530605982774,0.024260761930958604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,5140,15480.9456,1655.66717,51715.02152,55668.0112,43240.7839,34889.37867,3361,11,50585,22585.658,33689,15226,1608,27.681127293718625,0.06644262133043392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
604,3840,11966.4129,25802.24766,31277.988830000002,27722.2235,45342.8097,8787.74368,3278,18,26026,29116.202999999998,2197,8983,1041,-41.742471006873004,0.12595097210481826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,7012,8659.2754,31208.176639999998,56525.00174,41562.5993,43129.565,47379.204880000005,1838,4,18100,31272.843999999997,32872,23833,1083,23.241127600323328,0.10154696132596686,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606,5013,5368.2304,23308.8076,53257.24377,49559.8452,28288.3766,33197.49051,3080,2,50319,,20698,18534,1357,-23.123506668150426,0.061209483495299984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,5511,18166.8237,17680.173319999998,51189.7019,49311.8359,34379.3077,22263.994730000002,1913,4,49744,28769.467999999997,30095,18541,1121,21.68368774666523,0.03845689932454165,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,5297,6764.6084,9641.4897,24885.49148,49149.2259,33800.8364,18927.83081,4823,9,36983,26656.972999999998,28321,13224,1529,-13.777677664174812,0.13041127004299272,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,4576,14834.5639,6807.72326,56630.061539999995,43371.3971,18451.0643,39162.3412,2682,13,30489,11908.167,30456,12051,1892,7.429688104074982,0.0879661517268523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610,6468,6716.3332,29799.30519,18893.45579,54938.4415,57755.1276,10839.501909999999,876,5,31727,26959.481,14952,18176,1096,-28.80376322082591,0.02761055252623948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
611,2414,6686.7924,13417.23791,4346.48018,38545.3078,51045.367,38295.11152,1662,8,29166,36186.432,19381,22304,1291,8.420729820464219,0.05698415963793458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
612,4814,11269.3551,24048.45638,37043.15934,40339.8578,25305.2756,7135.97228,3198,5,26914,11118.775,686,2591,1262,-63.18018026470109,0.11882291744073717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
613,3394,9352.7393,32891.37257,4109.20595,42851.3669,24849.3396,29221.592060000003,3203,1,63897,35783.126000000004,27534,14739,1105,46.95963884217856,0.05012754902421084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
614,5682,14418.6116,17214.461330000002,39986.787580000004,51731.0975,30930.3091,45158.18658,728,19,22886,35080.586,32543,15490,1289,23.346137726968397,0.031809840076902914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
615,6102,9502.3945,28382.60873,8029.30122,47022.6783,38265.8893,40553.72213,2285,1,50667,21992.789,32057,5653,1148,-19.127202803988556,0.04509838751060848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
616,5634,16874.0586,25711.77151,30796.84788,44899.105,33800.8491,10183.56294,4362,4,52746,24156.612,20811,15693,1300,10.484257053036057,0.08269821408258446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
617,6962,16947.9125,25166.842,60802.43817,32754.5455,29373.3509,40534.47698,4343,6,54498,26590.887000000002,3416,19971,1009,0.670993223552292,0.07969099783478292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
618,3476,4094.8358,12431.34748,11290.55667,33340.9648,48604.4669,29761.4834,1137,16,39154,34232.949,19698,22520,1610,-134.33133807427143,0.029039178627981815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
619,3911,10980.8592,22393.24494,29491.20837,12732.1285,31760.8269,21911.33282,4068,16,69087,28602.566000000003,22900,15951,1301,27.704494574007672,0.05888227886577793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
620,6999,1526.4908,1316.40191,57960.655529999996,44063.9127,22372.5985,44672.19998,2718,15,43962,28162.287,18752,14590,1376,-9.626829132867332,0.06182612256039307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
621,7696,1518.0736,10860.34353,55377.67182999999,41379.381,40191.3652,19571.36622,4640,12,15237,33435.403,14146,12036,1430,-35.17375710197549,0.30452188751066483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,3857,17821.46,20768.76945,52680.3029,47429.4226,21047.3515,14578.18656,4537,18,57422,25640.671000000002,34188,13378,882,-3.2815370671721,0.07901152868238655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623,4836,16014.5545,14017.95728,8838.79479,38543.8809,31164.4785,52379.90049,1673,14,44700,31803.595,15554,12733,1423,30.91021792973884,0.03742729306487696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,5412,10473.7363,6882.742909999999,49067.36118,40090.8091,42226.2526,23405.89215,4003,17,54300,26334.564,33257,20884,1139,7.0868442577149455,0.07372007366482504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
625,4282,8689.2635,36445.2521,38186.15749,53268.3501,38654.0829,19994.41388,2798,3,50137,31567.827,20513,20647,1539,25.983386518766387,0.0558070885772982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
626,5187,2990.4347,4193.68087,32121.71353,62325.4032,28877.8858,46464.86036,3104,12,53746,20341.037,12188,14117,1501,-15.476609598289473,0.057753135117031965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
627,4955,13857.44,8299.92895,14556.554919999999,45663.9726,33176.6045,27665.26889,2121,8,64976,34319.099,32011,20492,1285,30.848382056129488,0.03264282196503324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
628,3293,11996.9028,14716.693969999998,8585.042940000001,38591.4777,43764.5739,19915.20554,1025,17,58369,24589.567000000003,20936,23105,1126,1.882639751406884,0.01756069146293409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
629,4543,14896.9932,2174.4789100000003,21740.93141,49297.5774,30565.2954,16734.037119999997,3074,17,65448,20364.603,8004,20810,1037,-14.91741666924718,0.04696858574746363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
630,4506,6644.9521,36657.22036,52093.8858,45808.6959,44349.6684,37469.886889999994,3914,3,39795,25370.241,33098,16818,1579,33.4458191560133,0.09835406458097751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,7991,17535.3471,35211.51955,17372.39798,34601.1875,22701.2897,30195.7666,1647,7,47731,30506.368,10267,18396,1169,-177.34111552319294,0.034505876683916116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,8076,4598.9068,26620.27301,11636.84453,52600.2947,32344.0935,29685.998610000002,4105,0,41094,35828.542,13972,15347,1375,25.12068742538597,0.09989292840804011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,4091,2632.0472,15483.662680000001,60295.837620000006,65066.1983,29844.1317,45662.564210000004,1701,2,53031,30298.517999999996,30139,15049,1406,12.440543840865477,0.03207557843525485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
634,6693,6173.9433,19935.67034,12090.401409999999,35402.2577,46900.7161,32457.911910000003,3727,1,39172,16982.283,13934,16343,1260,-19.48557878729003,0.0951444909629327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,5697,10839.0259,36843.61608,52422.28064,37319.1358,35351.4215,11873.93261,2317,4,30921,28916.343999999997,10836,14132,1458,-0.7092605627959492,0.07493289350279746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636,7709,17629.7068,38466.44239,48567.34068,50866.7399,31781.5846,11441.34067,2280,19,58097,28475.717,23767,9062,1608,27.896399332085252,0.03924471143088283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
637,4269,2700.7872,40153.40905,49133.00026,48493.0886,40047.0401,16914.68491,3383,16,38435,,11015,9405,1220,-41.112033281405495,0.08801873292571874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,6095,13029.3985,6656.49935,1559.11579,13642.891000000001,22040.6197,33121.7113,1642,12,35033,20281.488,8363,5862,1110,-48.74929279438311,0.04687009391145491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
639,5985,7496.8565,2080.72915,33514.38579,39172.6381,29046.7064,27457.80613,1570,17,57582,26961.418999999998,15556,18873,1837,36.487410265161905,0.02726546490222639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
640,5731,1557.8561,12108.84172,60809.63519,16428.8951,35882.856,24244.07121,4611,15,36181,25839.447999999997,25700,8879,1433,-14.660753396710268,0.1274425803598574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
641,3987,2262.0746,14461.0576,60758.45371,27179.8808,44839.6003,39058.2505,2883,9,51459,25327.392999999996,20998,19080,1765,24.010719487860236,0.056025185098816536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,5541,18349.3939,6974.59131,16065.5618,39263.0569,14425.2988,26758.38506,1388,8,52301,27793.457000000002,26046,11371,1144,13.863355325935768,0.026538689508804805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
643,5177,8181.1848,9485.265870000001,33055.241539999995,64743.444,45457.3883,15773.944790000001,3392,12,53686,25898.209,9548,16028,1648,-10.142952614602017,0.0631822076519018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
644,3868,1232.8526,25498.7219,57192.20031,60870.8826,34745.71,36044.797510000004,3331,5,50885,21217.767000000003,28155,19815,1824,27.13734675183527,0.06546133438144837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
645,4847,16747.7861,34759.04011,44442.27514,23138.9239,41741.2664,22424.53314,1165,3,35858,27264.97,21168,19051,1609,38.80874697028942,0.03248926320486363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
646,5005,8803.5609,23531.36794,28425.6176,30685.1168,41322.2737,11633.0278,3488,7,33038,26764.891,27526,15405,1402,-16.153419543659346,0.10557539802651492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
647,6380,18667.0237,30046.30335,6694.11686,43026.9144,22514.0316,32977.4971,4724,12,28713,14534.993999999999,7903,17385,1715,-5.563487358331344,0.16452477971650473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
648,6535,4361.1719,5051.74032,51538.593,46043.4612,50610.3745,47856.277539999995,4060,1,16447,,22498,17118,1393,-1.880405829724652,0.24685352951906123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,6513,4058.782,33938.94852,34068.47548,44729.6354,55579.7835,17858.43068,4983,5,46421,25045.377999999997,28494,11598,1189,-13.143533977441395,0.10734365911979492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
650,6481,7048.5594,43610.37829,58280.405629999994,45168.3866,48419.0184,26087.320180000002,2261,18,83202,31348.577999999998,7728,14881,1220,9.111108830531174,0.02717482752818442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651,3605,17881.6762,8846.786970000001,51310.39535,65507.482,25735.5779,42208.39619,4291,5,50771,26223.343999999997,27129,10839,1228,16.768508646433087,0.0845167516889563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
652,5676,15957.2347,15840.272830000002,34209.696489999995,44138.1819,47434.6981,30617.06798,4643,1,60312,19321.503,14802,15584,1447,54.798426915312874,0.07698302162090463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
653,4668,4937.6132,40710.57198,45191.42799,51957.9602,29811.2763,30329.30142,2631,2,49748,33479.486000000004,18877,4324,1095,-70.71664059526529,0.052886548202942835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
654,9146,12653.4054,21274.32016,33609.865,47328.8335,52544.4152,19174.98863,672,8,41818,11836.152,7770,11639,1347,-43.98136089620979,0.016069635085369936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
655,3283,12299.8681,31948.159860000003,41608.804410000004,49996.9658,42959.6647,32070.206619999997,3854,1,36296,,13555,22589,1494,20.894460332413534,0.10618249944897509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
656,4322,3856.9658,6293.90927,49845.07674,65179.7192,29924.7074,36109.45944,3282,6,48509,17173.89,31301,16988,1400,-27.571387061974058,0.06765754808386072,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
657,6258,12510.25,7759.15125,9894.985270000001,19561.6287,22801.3664,55446.17759,1525,7,37801,25960.113999999998,23929,14482,1429,17.629842916928055,0.040342848072802306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
658,6799,10145.3939,1331.89788,32496.905710000003,62110.9251,58664.7229,43019.18635,1908,10,89001,24232.199,15351,8594,1057,-1.1522430002878004,0.02143796137122055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
659,3944,2587.2344,23991.34269,8743.090970000001,38888.8863,44575.4761,34673.99337,4450,6,34387,30377.462000000003,18962,16283,1146,-20.839407959194727,0.1294093698199901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
660,8116,15399.6503,41677.94747,3461.04217,42456.4027,71107.0497,35898.89222,1919,8,35185,21456.852000000003,20529,8111,1140,4.051507280833315,0.05454028705414239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,6689,11149.8998,30184.04135,9394.74169,24861.7173,47202.5046,44061.59663,697,5,49187,20850.423,33430,21120,1187,38.0417664854731,0.014170410880923821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
662,4873,5403.7655,23309.936319999997,8453.14915,54615.456,26319.4293,27823.478580000003,1753,0,43146,20368.279,8273,23324,1528,-9.905352941776913,0.04062949056691234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
663,6543,3888.7914,1724.1651600000002,45047.6267,45915.4709,39836.9987,6701.61873,1896,14,52089,29396.943,12193,10886,1741,-13.847183769875286,0.036399239762713816,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
664,4896,17236.6709,42639.56081,27338.28735,43219.7119,17559.8221,30850.99576,897,14,48107,27015.422000000002,12807,8026,1103,-70.37984073477617,0.018645935102999563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
665,6367,16927.6201,9823.215390000001,39027.03102,53953.102,40551.9634,27914.12719,1695,12,53887,27207.339,4905,10677,1406,-7.4595315932914765,0.031454710783676954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
666,4793,17710.8398,20656.53244,39135.310919999996,44304.6563,47074.9029,10713.77107,1676,11,43929,37129.071,28981,21598,1262,18.95072126052419,0.03815247330920349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
667,7103,14271.1058,22560.76801,44412.58872,62517.3218,35259.0537,35937.11294,4779,8,38812,33574.208,27214,8684,1685,20.355025481316535,0.12313202102442544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
668,6152,16134.5656,5193.26552,26130.50569,63409.4665,45849.9353,45717.22881,2427,5,13424,33115.98,24716,25393,1015,16.420138782969836,0.18079558998808104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
669,4574,3696.079,34859.799119999996,37028.54653,37709.1723,27040.8605,32070.247310000002,4201,16,30456,34027.66,4785,11061,1833,-3.373133147606728,0.13793669556080904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
670,3706,14870.3727,9863.55,35126.09603,28780.0279,42169.0408,24278.8649,4697,6,40890,25948.612,8025,2592,1628,-14.083350119563567,0.1148691611640988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
671,5563,3299.5153,23445.59337,24050.92322,44034.5841,47180.4074,35084.57136,1172,8,54765,23501.104,4875,14039,1707,1.7995675984695811,0.021400529535287136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,4476,10775.2532,11043.78189,35208.88289,41074.6786,26511.442000000003,37381.854419999996,4207,12,24620,17286.816000000003,33286,7462,1357,-26.191067508550926,0.17087733549959383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,5906,8473.54,40361.24999,5347.15467,33099.4387,37149.2989,32166.26432,4590,1,31030,32914.268,15394,10437,1311,-11.184721797129292,0.14792136641959394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,5896,15246.8801,41097.89969,16312.07019,60713.6827,37066.3422,28842.821139999996,2336,14,31687,33036.995,27612,20501,1413,22.604653529547928,0.07372108435636066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
675,6563,18043.8934,3555.80702,17151.313469999997,51887.2962,47011.157,40660.901560000006,2817,16,44170,28949.367000000002,16255,24180,1499,42.68127998802705,0.06377631876839483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,4571,15517.5965,40551.06168,28527.770269999997,38523.2238,33361.5414,29986.82365,2422,19,77103,,2577,19117,1505,-1929.1585060971347,0.031412526101448714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,2962,11381.624,28891.43592,9149.59352,29670.2534,58124.4102,32829.4786,3468,5,51777,26220.221,24438,12627,1032,33.209517757361816,0.06697954690306507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,7615,11011.4503,2453.21907,50139.31319,38912.2498,18262.4518,27001.68597,3567,0,44850,27213.568,25162,20033,1515,21.085597639999346,0.07953177257525083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
679,7432,4684.3925,42317.694639999994,45692.34699,43004.7777,25361.3299,21297.58768,3218,5,27338,28512.2,12552,19472,1647,13.711666263307974,0.11771161021289048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
680,5981,14603.0779,40316.01885,5872.427189999999,27130.7667,48282.0847,27760.419410000002,640,18,76503,29894.847999999998,17885,17066,1496,38.377823464747244,0.008365685005816765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,5322,17914.1002,29427.205889999997,34016.19684,52986.0497,52294.5893,32997.09902,2828,11,33753,34936.615,30908,16571,1428,46.84010883752933,0.083785145024146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,4614,8232.1856,4029.5432299999998,41934.46064,64516.1215,31339.3224,24348.40761,3536,3,64640,23233.162999999997,4807,20233,924,-23.87063375697164,0.0547029702970297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
683,5296,8810.8271,38723.01955,23088.32829,71360.8493,27335.5302,28136.185339999996,2672,1,49557,34882.083,26678,11192,1199,-0.09669516032592362,0.053917710918740036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,5380,7074.843000000001,12790.43797,54727.27721,34968.6191,35731.1769,29909.754530000002,3328,13,26953,18874.042,18924,18624,1015,-7.736536803951116,0.12347419582235744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
685,2585,4421.5979,35897.89242,54106.893260000004,52622.6322,7195.3188,19196.847530000003,2301,13,28541,29450.158,4343,23499,1329,-20.07245976113703,0.08062086121719632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
686,5966,12081.5243,12899.67085,16318.03785,40975.9566,31080.4275,19757.75576,4238,6,16930,25405.224,14376,17076,1380,-27.900563787865977,0.2503248670998228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
687,5956,4898.6662,22354.48505,14831.78483,44115.0217,26241.7628,30281.99827,2289,18,53624,30850.022,15004,22479,1293,-88.4654105609398,0.042686110696702965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,4296,10541.2324,19990.901159999998,44165.7668,65716.7273,40411.8341,37291.55926,935,3,45763,34248.693,23053,17674,1200,17.34621758961832,0.020431352839630268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
689,6223,14600.6311,28297.72054,27875.53037,51416.7818,28083.6804,28493.114260000002,3469,11,43953,21090.151,30155,12535,897,-8.269275528794964,0.0789252155711783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
690,5003,7864.8035,3245.6359,61443.53539,22851.5222,32331.705,23226.84325,3073,11,54614,,9281,16870,1238,-27.640742353902798,0.0562676236862343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
691,3520,5904.4751,10142.73229,5717.87738,64783.6191,36952.2019,31514.42018,4203,17,51885,,22882,9105,1293,-11.669176671904593,0.08100607111882047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,6970,11410.0933,22455.6414,37537.94594,73431.6288,24488.7903,31575.354730000003,3813,6,45319,26171.766,2925,13193,1689,-31.55609846749582,0.08413689622454158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
693,5785,18651.9766,14471.30317,10526.03653,33220.4308,24820.8254,31957.298580000002,3918,9,48185,,17339,11068,1027,-26.41793775781425,0.08131161149735394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,5584,14577.3519,42905.27678,54301.4075,47143.219000000005,24538.3836,10060.09782,3233,8,62020,19414.655,33929,22041,981,-9.05587516484844,0.052128345694937114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
695,3384,3015.7067,23725.81955,9714.11708,41279.7744,39301.6611,29886.90893,4105,3,17695,30578.902000000002,7290,19990,1713,-79.45283788172392,0.23198643684656683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
